Simulation,Team,Player_1_Name,Player_1_Position,Player_1_Team,Player_2_Name,Player_2_Position,Player_2_Team,Player_3_Name,Player_3_Position,Player_3_Team,Player_4_Name,Player_4_Position,Player_4_Team,Player_5_Name,Player_5_Position,Player_5_Team,Player_6_Name,Player_6_Position,Player_6_Team
17,Team 102,Breece Hall,RB,NY Jets,Amon-Ra St. Brown,WR,Detroit Lions,Saquon Barkley,RB,Philadelphia Eagles,Brandon Aiyuk,WR,San Francisco 49ers,Sam LaPorta,TE,Detroit Lions,Jalen Hurts,QB,Philadelphia Eagles
18,Team 103,Christian McCaffrey,RB,San Francisco 49ers,Marvin Harrison,WR,Arizona Cardinals,Jahmyr Gibbs,RB,Detroit Lions,DeVonta Smith,WR,Philadelphia Eagles,Dallas Goedert,TE,Philadelphia Eagles,Kyler Murray,QB,Arizona Cardinals
18,Team 104,CeeDee Lamb,WR,Dallas Cowboys,Garrett Wilson,WR,NY Jets,Jonathan Taylor,RB,Indianapolis Colts,Brandon Aiyuk,WR,San Francisco 49ers,Anthony Richardson,QB,Indianapolis Colts,Pat Freiermuth,TE,Pittsburgh Steelers
18,Team 105,Ja'Marr Chase,WR,Cincinnati Bengals,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Trevor Lawrence,QB,Jacksonville Jaguars,Jake Ferguson,TE,Dallas Cowboys
18,Team 106,Tyreek Hill,WR,Miami Dolphins,Bijan Robinson,RB,Atlanta Falcons,Davante Adams,WR,Las Vegas Raiders,Chris Olave,WR,New Orleans Saints,Brock Bowers,TE,Las Vegas Raiders,Patrick Mahomes,QB,Kansas City Chiefs
18,Team 107,Amon-Ra St. Brown,WR,Detroit Lions,Puka Nacua,WR,Los Angeles Rams,Drake London,WR,Atlanta Falcons,De'Von Achane,RB,Miami Dolphins,Sam LaPorta,TE,Detroit Lions,Caleb Williams,QB,Chicago Bears
18,Team 108,Justin Jefferson,WR,Minnesota Vikings,A.J. Brown,WR,Philadelphia Eagles,Deebo Samuel,WR,San Francisco 49ers,Saquon Barkley,RB,Philadelphia Eagles,Brock Purdy,QB,San Francisco 49ers,Travis Kelce,TE,Kansas City Chiefs
19,Team 109,Tyreek Hill,WR,Miami Dolphins,Marvin Harrison,WR,Arizona Cardinals,Jonathan Taylor,RB,Indianapolis Colts,Davante Adams,WR,Las Vegas Raiders,Tua Tagovailoa,QB,Miami Dolphins,Travis Kelce,TE,Kansas City Chiefs
19,Team 110,Christian McCaffrey,RB,San Francisco 49ers,A.J. Brown,WR,Philadelphia Eagles,Jahmyr Gibbs,RB,Detroit Lions,Brandon Aiyuk,WR,San Francisco 49ers,Brock Purdy,QB,San Francisco 49ers,Trey McBride,TE,Arizona Cardinals
19,Team 111,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Drake London,WR,Atlanta Falcons,Kyren Williams,RB,Los Angeles Rams,Jake Ferguson,TE,Dallas Cowboys,Dak Prescott,QB,Dallas Cowboys
19,Team 112,Justin Jefferson,WR,Minnesota Vikings,Garrett Wilson,WR,NY Jets,Nico Collins,WR,Houston Texans,Saquon Barkley,RB,Philadelphia Eagles,Dallas Goedert,TE,Philadelphia Eagles,Jalen Hurts,QB,Philadelphia Eagles
19,Team 113,Ja'Marr Chase,WR,Cincinnati Bengals,Amon-Ra St. Brown,WR,Detroit Lions,Deebo Samuel,WR,San Francisco 49ers,De'Von Achane,RB,Miami Dolphins,Joe Burrow,QB,Cincinnati Bengals,Sam LaPorta,TE,Detroit Lions
19,Team 114,Bijan Robinson,RB,Atlanta Falcons,Breece Hall,RB,NY Jets,Chris Olave,WR,New Orleans Saints,Jaylen Waddle,WR,Miami Dolphins,Josh Allen,QB,Buffalo Bills,Pat Freiermuth,TE,Pittsburgh Steelers
20,Team 115,Christian McCaffrey,RB,San Francisco 49ers,Jahmyr Gibbs,RB,Detroit Lions,Chris Olave,WR,New Orleans Saints,Brandon Aiyuk,WR,San Francisco 49ers,Jared Goff,QB,Detroit Lions,Brock Bowers,TE,Las Vegas Raiders
20,Team 116,CeeDee Lamb,WR,Dallas Cowboys,Garrett Wilson,WR,NY Jets,Marvin Harrison,WR,Arizona Cardinals,Kyren Williams,RB,Los Angeles Rams,Trey McBride,TE,Arizona Cardinals,Kyler Murray,QB,Arizona Cardinals
20,Team 117,Tyreek Hill,WR,Miami Dolphins,Puka Nacua,WR,Los Angeles Rams,Drake London,WR,Atlanta Falcons,De'Von Achane,RB,Miami Dolphins,Trevor Lawrence,QB,Jacksonville Jaguars,Travis Kelce,TE,Kansas City Chiefs
20,Team 118,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Jonathan Taylor,RB,Indianapolis Colts,Davante Adams,WR,Las Vegas Raiders,Dallas Goedert,TE,Philadelphia Eagles,Joe Burrow,QB,Cincinnati Bengals
20,Team 119,Justin Jefferson,WR,Minnesota Vikings,Bijan Robinson,RB,Atlanta Falcons,Nico Collins,WR,Houston Texans,Saquon Barkley,RB,Philadelphia Eagles,Dalton Schultz,TE,Houston Texans,Anthony Richardson,QB,Indianapolis Colts
20,Team 120,Amon-Ra St. Brown,WR,Detroit Lions,Breece Hall,RB,NY Jets,Deebo Samuel,WR,San Francisco 49ers,Jaylen Waddle,WR,Miami Dolphins,Dalton Kincaid,TE,Buffalo Bills,Josh Allen,QB,Buffalo Bills
21,Team 121,Christian McCaffrey,RB,San Francisco 49ers,Jahmyr Gibbs,RB,Detroit Lions,Deebo Samuel,WR,San Francisco 49ers,Brandon Aiyuk,WR,San Francisco 49ers,Tua Tagovailoa,QB,Miami Dolphins,Pat Freiermuth,TE,Pittsburgh Steelers
21,Team 122,CeeDee Lamb,WR,Dallas Cowboys,Garrett Wilson,WR,NY Jets,Drake London,WR,Atlanta Falcons,Kyren Williams,RB,Los Angeles Rams,Patrick Mahomes,QB,Kansas City Chiefs,Travis Kelce,TE,Kansas City Chiefs
21,Team 123,Ja'Marr Chase,WR,Cincinnati Bengals,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,Jaylen Waddle,WR,Miami Dolphins,Anthony Richardson,QB,Indianapolis Colts,Dalton Kincaid,TE,Buffalo Bills
21,Team 124,Tyreek Hill,WR,Miami Dolphins,A.J. Brown,WR,Philadelphia Eagles,Marvin Harrison,WR,Arizona Cardinals,De'Von Achane,RB,Miami Dolphins,Trey McBride,TE,Arizona Cardinals,Kyler Murray,QB,Arizona Cardinals
21,Team 125,Breece Hall,RB,NY Jets,Bijan Robinson,RB,Atlanta Falcons,Nico Collins,WR,Houston Texans,Davante Adams,WR,Las Vegas Raiders,Mark Andrews,TE,Baltimore Ravens,Jordan Love,QB,Green Bay Packers
21,Team 126,Justin Jefferson,WR,Minnesota Vikings,Amon-Ra St. Brown,WR,Detroit Lions,Chris Olave,WR,New Orleans Saints,Saquon Barkley,RB,Philadelphia Eagles,Lamar Jackson,QB,Baltimore Ravens,Sam LaPorta,TE,Detroit Lions
22,Team 127,Christian McCaffrey,RB,San Francisco 49ers,A.J. Brown,WR,Philadelphia Eagles,Marvin Harrison,WR,Arizona Cardinals,Jaylen Waddle,WR,Miami Dolphins,Jalen Hurts,QB,Philadelphia Eagles,Trey McBride,TE,Arizona Cardinals
22,Team 128,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Nico Collins,WR,Houston Texans,Derrick Henry,RB,Baltimore Ravens,Jake Ferguson,TE,Dallas Cowboys,Trevor Lawrence,QB,Jacksonville Jaguars
22,Team 129,Ja'Marr Chase,WR,Cincinnati Bengals,Jahmyr Gibbs,RB,Detroit Lions,Drake London,WR,Atlanta Falcons,Saquon Barkley,RB,Philadelphia Eagles,Sam LaPorta,TE,Detroit Lions,Joe Burrow,QB,Cincinnati Bengals
22,Team 130,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Jonathan Taylor,RB,Indianapolis Colts,De'Von Achane,RB,Miami Dolphins,David Njoku,TE,Cleveland Browns,Tua Tagovailoa,QB,Miami Dolphins
22,Team 131,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Brandon Aiyuk,WR,San Francisco 49ers,Davante Adams,WR,Las Vegas Raiders,Jordan Love,QB,Green Bay Packers,Brock Bowers,TE,Las Vegas Raiders
22,Team 132,Bijan Robinson,RB,Atlanta Falcons,Amon-Ra St. Brown,WR,Detroit Lions,Chris Olave,WR,New Orleans Saints,Deebo Samuel,WR,San Francisco 49ers,Jared Goff,QB,Detroit Lions,Dallas Goedert,TE,Philadelphia Eagles
23,Team 133,Christian McCaffrey,RB,San Francisco 49ers,Jahmyr Gibbs,RB,Detroit Lions,Drake London,WR,Atlanta Falcons,Mike Evans,WR,Tampa Bay Buccaneers,Jared Goff,QB,Detroit Lions,Sam LaPorta,TE,Detroit Lions
23,Team 134,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,Brandon Aiyuk,WR,San Francisco 49ers,Brock Purdy,QB,San Francisco 49ers,Jake Ferguson,TE,Dallas Cowboys
23,Team 135,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Marvin Harrison,WR,Arizona Cardinals,De'Von Achane,RB,Miami Dolphins,Trey McBride,TE,Arizona Cardinals,Lamar Jackson,QB,Baltimore Ravens
23,Team 136,Ja'Marr Chase,WR,Cincinnati Bengals,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Tua Tagovailoa,QB,Miami Dolphins,Dalton Schultz,TE,Houston Texans
23,Team 137,Bijan Robinson,RB,Atlanta Falcons,A.J. Brown,WR,Philadelphia Eagles,Chris Olave,WR,New Orleans Saints,Deebo Samuel,WR,San Francisco 49ers,Dallas Goedert,TE,Philadelphia Eagles,Josh Allen,QB,Buffalo Bills
23,Team 138,Justin Jefferson,WR,Minnesota Vikings,Amon-Ra St. Brown,WR,Detroit Lions,Saquon Barkley,RB,Philadelphia Eagles,Davante Adams,WR,Las Vegas Raiders,Travis Kelce,TE,Kansas City Chiefs,Jalen Hurts,QB,Philadelphia Eagles
24,Team 139,CeeDee Lamb,WR,Dallas Cowboys,Jahmyr Gibbs,RB,Detroit Lions,Marvin Harrison,WR,Arizona Cardinals,DeVonta Smith,WR,Philadelphia Eagles,Trey McBride,TE,Arizona Cardinals,Kyler Murray,QB,Arizona Cardinals
24,Team 140,Christian McCaffrey,RB,San Francisco 49ers,Puka Nacua,WR,Los Angeles Rams,Chris Olave,WR,New Orleans Saints,Brandon Aiyuk,WR,San Francisco 49ers,Dak Prescott,QB,Dallas Cowboys,Jake Ferguson,TE,Dallas Cowboys
24,Team 141,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Jonathan Taylor,RB,Indianapolis Colts,De'Von Achane,RB,Miami Dolphins,Jalen Hurts,QB,Philadelphia Eagles,Pat Freiermuth,TE,Pittsburgh Steelers
24,Team 142,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Saquon Barkley,RB,Philadelphia Eagles,Davante Adams,WR,Las Vegas Raiders,Dallas Goedert,TE,Philadelphia Eagles,Jayden Daniels,QB,Washington Commanders
24,Team 143,Justin Jefferson,WR,Minnesota Vikings,Bijan Robinson,RB,Atlanta Falcons,Drake London,WR,Atlanta Falcons,Jaylen Waddle,WR,Miami Dolphins,Tua Tagovailoa,QB,Miami Dolphins,Brock Bowers,TE,Las Vegas Raiders
24,Team 144,Amon-Ra St. Brown,WR,Detroit Lions,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Deebo Samuel,WR,San Francisco 49ers,Jared Goff,QB,Detroit Lions,Sam LaPorta,TE,Detroit Lions
25,Team 145,Christian McCaffrey,RB,San Francisco 49ers,Drake London,WR,Atlanta Falcons,Jahmyr Gibbs,RB,Detroit Lions,Brandon Aiyuk,WR,San Francisco 49ers,Tua Tagovailoa,QB,Miami Dolphins,Sam LaPorta,TE,Detroit Lions
25,Team 146,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Marvin Harrison,WR,Arizona Cardinals,Kyren Williams,RB,Los Angeles Rams,Jalen Hurts,QB,Philadelphia Eagles,Jake Ferguson,TE,Dallas Cowboys
25,Team 147,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Jonathan Taylor,RB,Indianapolis Colts,Davante Adams,WR,Las Vegas Raiders,Brock Bowers,TE,Las Vegas Raiders,Anthony Richardson,QB,Indianapolis Colts
25,Team 148,Ja'Marr Chase,WR,Cincinnati Bengals,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Deebo Samuel,WR,San Francisco 49ers,Brock Purdy,QB,San Francisco 49ers,Dalton Schultz,TE,Houston Texans
25,Team 149,Amon-Ra St. Brown,WR,Detroit Lions,A.J. Brown,WR,Philadelphia Eagles,Chris Olave,WR,New Orleans Saints,De'Von Achane,RB,Miami Dolphins,Jared Goff,QB,Detroit Lions,Pat Freiermuth,TE,Pittsburgh Steelers
25,Team 150,Justin Jefferson,WR,Minnesota Vikings,Bijan Robinson,RB,Atlanta Falcons,Jaylen Waddle,WR,Miami Dolphins,Saquon Barkley,RB,Philadelphia Eagles,Josh Allen,QB,Buffalo Bills,Dalton Kincaid,TE,Buffalo Bills
26,Team 151,Christian McCaffrey,RB,San Francisco 49ers,Marvin Harrison,WR,Arizona Cardinals,Drake London,WR,Atlanta Falcons,Mike Evans,WR,Tampa Bay Buccaneers,Dalton Schultz,TE,Houston Texans,Brock Purdy,QB,San Francisco 49ers
26,Team 152,CeeDee Lamb,WR,Dallas Cowboys,A.J. Brown,WR,Philadelphia Eagles,Jonathan Taylor,RB,Indianapolis Colts,Davante Adams,WR,Las Vegas Raiders,Brock Bowers,TE,Las Vegas Raiders,Jalen Hurts,QB,Philadelphia Eagles
26,Team 153,Justin Jefferson,WR,Minnesota Vikings,Puka Nacua,WR,Los Angeles Rams,Jahmyr Gibbs,RB,Detroit Lions,De'Von Achane,RB,Miami Dolphins,Josh Allen,QB,Buffalo Bills,Mark Andrews,TE,Baltimore Ravens
26,Team 154,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Nico Collins,WR,Houston Texans,Saquon Barkley,RB,Philadelphia Eagles,David Njoku,TE,Cleveland Browns,Caleb Williams,QB,Chicago Bears
26,Team 155,Ja'Marr Chase,WR,Cincinnati Bengals,Breece Hall,RB,NY Jets,Deebo Samuel,WR,San Francisco 49ers,Jaylen Waddle,WR,Miami Dolphins,Jake Ferguson,TE,Dallas Cowboys,Tua Tagovailoa,QB,Miami Dolphins
26,Team 156,Amon-Ra St. Brown,WR,Detroit Lions,Bijan Robinson,RB,Atlanta Falcons,Chris Olave,WR,New Orleans Saints,Brandon Aiyuk,WR,San Francisco 49ers,Jordan Love,QB,Green Bay Packers,Pat Freiermuth,TE,Pittsburgh Steelers
27,Team 157,Christian McCaffrey,RB,San Francisco 49ers,Puka Nacua,WR,Los Angeles Rams,Marvin Harrison,WR,Arizona Cardinals,Mike Evans,WR,Tampa Bay Buccaneers,Jalen Hurts,QB,Philadelphia Eagles,Mark Andrews,TE,Baltimore Ravens
27,Team 158,CeeDee Lamb,WR,Dallas Cowboys,Jahmyr Gibbs,RB,Detroit Lions,Drake London,WR,Atlanta Falcons,Brandon Aiyuk,WR,San Francisco 49ers,Jake Ferguson,TE,Dallas Cowboys,Josh Allen,QB,Buffalo Bills
27,Team 159,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Jaylen Waddle,WR,Miami Dolphins,De'Von Achane,RB,Miami Dolphins,Brock Bowers,TE,Las Vegas Raiders,Trevor Lawrence,QB,Jacksonville Jaguars
27,Team 160,Amon-Ra St. Brown,WR,Detroit Lions,Bijan Robinson,RB,Atlanta Falcons,Jonathan Taylor,RB,Indianapolis Colts,Davante Adams,WR,Las Vegas Raiders,Sam LaPorta,TE,Detroit Lions,Dak Prescott,QB,Dallas Cowboys
27,Team 161,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Saquon Barkley,RB,Philadelphia Eagles,Chris Olave,WR,New Orleans Saints,Jayden Daniels,QB,Washington Commanders,Dallas Goedert,TE,Philadelphia Eagles
27,Team 162,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Deebo Samuel,WR,San Francisco 49ers,Brock Purdy,QB,San Francisco 49ers,Dalton Schultz,TE,Houston Texans
28,Team 163,Christian McCaffrey,RB,San Francisco 49ers,Marvin Harrison,WR,Arizona Cardinals,Nico Collins,WR,Houston Texans,Brandon Aiyuk,WR,San Francisco 49ers,Brock Purdy,QB,San Francisco 49ers,Dalton Schultz,TE,Houston Texans
28,Team 164,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Jahmyr Gibbs,RB,Detroit Lions,Jaylen Waddle,WR,Miami Dolphins,Jake Ferguson,TE,Dallas Cowboys,Dak Prescott,QB,Dallas Cowboys
28,Team 165,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Drake London,WR,Atlanta Falcons,Kyren Williams,RB,Los Angeles Rams,Travis Kelce,TE,Kansas City Chiefs,Tua Tagovailoa,QB,Miami Dolphins
28,Team 166,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Davante Adams,WR,Las Vegas Raiders,De'Von Achane,RB,Miami Dolphins,Dallas Goedert,TE,Philadelphia Eagles,Lamar Jackson,QB,Baltimore Ravens
28,Team 167,Amon-Ra St. Brown,WR,Detroit Lions,Bijan Robinson,RB,Atlanta Falcons,Deebo Samuel,WR,San Francisco 49ers,Saquon Barkley,RB,Philadelphia Eagles,Jalen Hurts,QB,Philadelphia Eagles,Sam LaPorta,TE,Detroit Lions
28,Team 168,Justin Jefferson,WR,Minnesota Vikings,Breece Hall,RB,NY Jets,Jonathan Taylor,RB,Indianapolis Colts,Chris Olave,WR,New Orleans Saints,Patrick Mahomes,QB,Kansas City Chiefs,Dalton Kincaid,TE,Buffalo Bills
29,Team 169,Christian McCaffrey,RB,San Francisco 49ers,Jahmyr Gibbs,RB,Detroit Lions,Marvin Harrison,WR,Arizona Cardinals,Brandon Aiyuk,WR,San Francisco 49ers,Sam LaPorta,TE,Detroit Lions,Jared Goff,QB,Detroit Lions
29,Team 170,CeeDee Lamb,WR,Dallas Cowboys,Garrett Wilson,WR,NY Jets,Saquon Barkley,RB,Philadelphia Eagles,Davante Adams,WR,Las Vegas Raiders,Jake Ferguson,TE,Dallas Cowboys,Lamar Jackson,QB,Baltimore Ravens
29,Team 171,Tyreek Hill,WR,Miami Dolphins,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,Jaylen Waddle,WR,Miami Dolphins,Josh Allen,QB,Buffalo Bills,David Njoku,TE,Cleveland Browns
29,Team 172,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Drake London,WR,Atlanta Falcons,Kyren Williams,RB,Los Angeles Rams,Jalen Hurts,QB,Philadelphia Eagles,Dallas Goedert,TE,Philadelphia Eagles
29,Team 173,Justin Jefferson,WR,Minnesota Vikings,Amon-Ra St. Brown,WR,Detroit Lions,Chris Olave,WR,New Orleans Saints,De'Von Achane,RB,Miami Dolphins,Tua Tagovailoa,QB,Miami Dolphins,Dalton Kincaid,TE,Buffalo Bills
29,Team 174,Breece Hall,RB,NY Jets,Bijan Robinson,RB,Atlanta Falcons,Nico Collins,WR,Houston Texans,Deebo Samuel,WR,San Francisco 49ers,Brock Purdy,QB,San Francisco 49ers,Dalton Schultz,TE,Houston Texans
30,Team 175,Christian McCaffrey,RB,San Francisco 49ers,Jahmyr Gibbs,RB,Detroit Lions,Marvin Harrison,WR,Arizona Cardinals,Brandon Aiyuk,WR,San Francisco 49ers,Sam LaPorta,TE,Detroit Lions,Kyler Murray,QB,Arizona Cardinals
30,Team 176,CeeDee Lamb,WR,Dallas Cowboys,Garrett Wilson,WR,NY Jets,Drake London,WR,Atlanta Falcons,Kyren Williams,RB,Los Angeles Rams,Jake Ferguson,TE,Dallas Cowboys,Jordan Love,QB,Green Bay Packers
30,Team 177,Justin Jefferson,WR,Minnesota Vikings,A.J. Brown,WR,Philadelphia Eagles,Saquon Barkley,RB,Philadelphia Eagles,Jaylen Waddle,WR,Miami Dolphins,Dallas Goedert,TE,Philadelphia Eagles,Dak Prescott,QB,Dallas Cowboys
30,Team 178,Tyreek Hill,WR,Miami Dolphins,Breece Hall,RB,NY Jets,Jonathan Taylor,RB,Indianapolis Colts,Davante Adams,WR,Las Vegas Raiders,Trevor Lawrence,QB,Jacksonville Jaguars,David Njoku,TE,Cleveland Browns
30,Team 179,Amon-Ra St. Brown,WR,Detroit Lions,Puka Nacua,WR,Los Angeles Rams,Nico Collins,WR,Houston Texans,De'Von Achane,RB,Miami Dolphins,Dalton Schultz,TE,Houston Texans,Jared Goff,QB,Detroit Lions
30,Team 180,Ja'Marr Chase,WR,Cincinnati Bengals,Bijan Robinson,RB,Atlanta Falcons,Chris Olave,WR,New Orleans Saints,Deebo Samuel,WR,San Francisco 49ers,Joe Burrow,QB,Cincinnati Bengals,Travis Kelce,TE,Kansas City Chiefs
31,Team 181,CeeDee Lamb,WR,Dallas Cowboys,Jahmyr Gibbs,RB,Detroit Lions,Marvin Harrison,WR,Arizona Cardinals,Mike Evans,WR,Tampa Bay Buccaneers,Sam LaPorta,TE,Detroit Lions,Kyler Murray,QB,Arizona Cardinals
31,Team 182,Christian McCaffrey,RB,San Francisco 49ers,Garrett Wilson,WR,NY Jets,Drake London,WR,Atlanta Falcons,Davante Adams,WR,Las Vegas Raiders,Josh Allen,QB,Buffalo Bills,Brock Bowers,TE,Las Vegas Raiders
31,Team 183,Bijan Robinson,RB,Atlanta Falcons,Puka Nacua,WR,Los Angeles Rams,Jonathan Taylor,RB,Indianapolis Colts,Brandon Aiyuk,WR,San Francisco 49ers,Caleb Williams,QB,Chicago Bears,Pat Freiermuth,TE,Pittsburgh Steelers
31,Team 184,Ja'Marr Chase,WR,Cincinnati Bengals,A.J. Brown,WR,Philadelphia Eagles,Deebo Samuel,WR,San Francisco 49ers,De'Von Achane,RB,Miami Dolphins,Trevor Lawrence,QB,Jacksonville Jaguars,Dallas Goedert,TE,Philadelphia Eagles
31,Team 185,Tyreek Hill,WR,Miami Dolphins,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Patrick Mahomes,QB,Kansas City Chiefs,Travis Kelce,TE,Kansas City Chiefs
31,Team 186,Justin Jefferson,WR,Minnesota Vikings,Amon-Ra St. Brown,WR,Detroit Lions,Saquon Barkley,RB,Philadelphia Eagles,Chris Olave,WR,New Orleans Saints,David Njoku,TE,Cleveland Browns,Jalen Hurts,QB,Philadelphia Eagles
32,Team 187,Christian McCaffrey,RB,San Francisco 49ers,Puka Nacua,WR,Los Angeles Rams,Marvin Harrison,WR,Arizona Cardinals,Jaylen Waddle,WR,Miami Dolphins,Tua Tagovailoa,QB,Miami Dolphins,Trey McBride,TE,Arizona Cardinals
32,Team 188,CeeDee Lamb,WR,Dallas Cowboys,Jahmyr Gibbs,RB,Detroit Lions,Jonathan Taylor,RB,Indianapolis Colts,Brandon Aiyuk,WR,San Francisco 49ers,Jared Goff,QB,Detroit Lions,Jake Ferguson,TE,Dallas Cowboys
32,Team 189,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Chris Olave,WR,New Orleans Saints,Derrick Henry,RB,Baltimore Ravens,Jayden Daniels,QB,Washington Commanders,Brock Bowers,TE,Las Vegas Raiders
32,Team 190,Ja'Marr Chase,WR,Cincinnati Bengals,Breece Hall,RB,NY Jets,Saquon Barkley,RB,Philadelphia Eagles,Deebo Samuel,WR,San Francisco 49ers,Brock Purdy,QB,San Francisco 49ers,Mark Andrews,TE,Baltimore Ravens
32,Team 191,Amon-Ra St. Brown,WR,Detroit Lions,A.J. Brown,WR,Philadelphia Eagles,Drake London,WR,Atlanta Falcons,De'Von Achane,RB,Miami Dolphins,Jalen Hurts,QB,Philadelphia Eagles,Travis Kelce,TE,Kansas City Chiefs
32,Team 192,Bijan Robinson,RB,Atlanta Falcons,Justin Jefferson,WR,Minnesota Vikings,Nico Collins,WR,Houston Texans,Davante Adams,WR,Las Vegas Raiders,Dalton Schultz,TE,Houston Texans,Lamar Jackson,QB,Baltimore Ravens
33,Team 193,Tyreek Hill,WR,Miami Dolphins,Garrett Wilson,WR,NY Jets,Marvin Harrison,WR,Arizona Cardinals,Kyren Williams,RB,Los Angeles Rams,Joe Burrow,QB,Cincinnati Bengals,Trey McBride,TE,Arizona Cardinals
33,Team 194,Ja'Marr Chase,WR,Cincinnati Bengals,Jahmyr Gibbs,RB,Detroit Lions,Jonathan Taylor,RB,Indianapolis Colts,Jaylen Waddle,WR,Miami Dolphins,Sam LaPorta,TE,Detroit Lions,Kyler Murray,QB,Arizona Cardinals
33,Team 195,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Chris Olave,WR,New Orleans Saints,De'Von Achane,RB,Miami Dolphins,Travis Kelce,TE,Kansas City Chiefs,Tua Tagovailoa,QB,Miami Dolphins
33,Team 196,Christian McCaffrey,RB,San Francisco 49ers,A.J. Brown,WR,Philadelphia Eagles,Saquon Barkley,RB,Philadelphia Eagles,Davante Adams,WR,Las Vegas Raiders,Jalen Hurts,QB,Philadelphia Eagles,Dallas Goedert,TE,Philadelphia Eagles
33,Team 197,Breece Hall,RB,NY Jets,Amon-Ra St. Brown,WR,Detroit Lions,Drake London,WR,Atlanta Falcons,Brandon Aiyuk,WR,San Francisco 49ers,Jared Goff,QB,Detroit Lions,Brock Bowers,TE,Las Vegas Raiders
33,Team 198,Bijan Robinson,RB,Atlanta Falcons,Justin Jefferson,WR,Minnesota Vikings,Nico Collins,WR,Houston Texans,Deebo Samuel,WR,San Francisco 49ers,Josh Allen,QB,Buffalo Bills,Mark Andrews,TE,Baltimore Ravens
34,Team 199,Christian McCaffrey,RB,San Francisco 49ers,Marvin Harrison,WR,Arizona Cardinals,Jahmyr Gibbs,RB,Detroit Lions,Davante Adams,WR,Las Vegas Raiders,Jayden Daniels,QB,Washington Commanders,Trey McBride,TE,Arizona Cardinals
34,Team 200,CeeDee Lamb,WR,Dallas Cowboys,Puka Nacua,WR,Los Angeles Rams,Drake London,WR,Atlanta Falcons,Kyren Williams,RB,Los Angeles Rams,Jalen Hurts,QB,Philadelphia Eagles,David Njoku,TE,Cleveland Browns
34,Team 201,Tyreek Hill,WR,Miami Dolphins,A.J. Brown,WR,Philadelphia Eagles,Jonathan Taylor,RB,Indianapolis Colts,Brandon Aiyuk,WR,San Francisco 49ers,Anthony Richardson,QB,Indianapolis Colts,Dallas Goedert,TE,Philadelphia Eagles
34,Team 202,Ja'Marr Chase,WR,Cincinnati Bengals,Garrett Wilson,WR,NY Jets,Saquon Barkley,RB,Philadelphia Eagles,De'Von Achane,RB,Miami Dolphins,Joe Burrow,QB,Cincinnati Bengals,Brock Bowers,TE,Las Vegas Raiders
34,Team 203,Amon-Ra St. Brown,WR,Detroit Lions,Breece Hall,RB,NY Jets,Nico Collins,WR,Houston Texans,Jaylen Waddle,WR,Miami Dolphins,Sam LaPorta,TE,Detroit Lions,Patrick Mahomes,QB,Kansas City Chiefs
